x,y,cumulative_length
3501.8,8082.900000000001,17424.805822325245
3590.1000000000004,8055.3,17517.318794388626
3642.0,8016.700000000001,17581.99931695918
3680.6000000000004,7951.6,17657.68267047896
3691.6000000000004,7856.700000000001,17753.218056593218
3681.7000000000003,7752.900000000001,17857.4890976353
3646.4,7669.1,17948.420555338344
3598.9,7608.400000000001,18025.496751404313
3539.3,7551.0,18108.242869138016
3457.7000000000003,7508.0,18200.479304455086
3351.8,7490.3,18307.84829439166
3256.9,7502.5,18403.529274737808
3179.6000000000004,7533.3,18486.739430367994
3070.4,7580.8,18605.822972471848
2954.5,7602.900000000001,18723.811192222805
2868.4,7575.3,18814.2267329224
2834.2000000000003,7526.700000000001,18873.65399939159
2832.0,7469.3,18931.096144198345
2882.8,7415.3,19005.235472493117
3029.5,7332.5,19173.68941278541
3213.8,7229.900000000001,19384.62364424157
3395.9,7139.400000000001,19587.97226115351
3565.8,7086.400000000001,19765.947006552964
3752.3,7046.700000000001,19956.625636713765
3924.5,7003.700000000001,20134.11321374382
4065.7000000000003,6996.0,20275.523008312655
4257.7,6987.1,20467.729173666423
4425.400000000001,6997.1,20635.727060557896
4554.5,7022.400000000001,20767.282752186955
4660.5,7058.900000000001,20879.39095884463
4716.7,7086.400000000001,20941.958442412375
4779.6,7061.1,21009.75593499138
4826.0,6980.5,21102.757655405574
4852.5,6845.900000000001,21239.941510140743
4837.0,6717.900000000001,21368.876571314962
4783.0,6610.900000000001,21488.73064925977
4722.3,6529.200000000001,21590.511688751416
4641.7,6474.0,21688.20201580584
4542.400000000001,6444.200000000001,21791.87713336063
4427.6,6436.5,21906.935075285557
4330.5,6452.0,22005.264419837426
4208.0,6484.0,22131.87504340433
4069.0,6527.0,22277.374184295262
3962.0,6552.400000000001,22387.34763563694
3860.5,6561.200000000001,22489.22839927758
3784.3,6561.200000000001,22565.42839927758
3729.1000000000004,6533.6,22627.143875456575
3724.7000000000003,6477.3,22683.615549772112
3746.8,6388.0,22775.609571316993
3786.5,6317.3,22856.69335514582
3807.5,6235.700000000001,22940.952241917483
3792.0,6126.400000000001,23051.345810570732
3745.7000000000003,5990.700000000001,23194.727050626745
3674.0,5867.1,23337.61809303319
3604.5,5751.3,23472.673229921795
3587.9,5660.8,23564.68306635247
3573.6000000000004,5512.900000000001,23713.272769898846
3551.5,5379.400000000001,23848.589657241115
3497.4,5251.400000000001,23987.55299773061
3422.4,5142.1,24120.110494689477
3318.7000000000003,5017.400000000001,24282.294895912284
3213.8,4940.200000000001,24412.54024131856
3073.7000000000003,4851.900000000001,24578.144891011736
2951.2000000000003,4783.5,24718.447456918424
2819.9,4721.7,24863.564409753028
2708.4,4668.7,24987.019867307565
2648.8,4625.7,25060.512451967516
2605.8,4523.1,25171.758845167475
2576.0,4387.400000000001,25310.69239043283
2581.5,4279.2,25419.032087681808
2629.0,4168.900000000001,25539.125134941005
2722.8,4040.9,25697.81489516516
2781.3,3958.1000000000004,25799.19581052895
2819.9,3866.5,25898.596615354665
2839.7000000000003,3782.7000000000003,25984.703990184003
2856.3,3710.9,26058.39795194479
2909.3,3635.9,26150.23476373614
2986.5,3567.5,26253.377383443032
3075.9,3473.7000000000003,26382.956702780648
3173.0,3356.7000000000003,26535.000808223773
3261.3,3278.4,26653.01682408603
3378.2000000000003,3215.5,26785.764780755802
3522.8,3169.1000000000004,26937.626955111366
3634.2000000000003,3150.4,27050.585575853653
3738.0,3134.9,27155.536469132367
3841.7000000000003,3072.0,27276.821670208177
3913.4,2981.5,27392.282226243562
3966.4,2841.4,27542.072112417496
3955.4,2670.4,27713.425548332856
3913.4,2568.9,27823.272032118184
3900.2000000000003,2479.5,27913.64127467338
3948.7000000000003,2422.1,27988.787864749047
4000.6000000000004,2397.8,28046.094932376
4066.8,2428.7000000000003,28119.1514173722
4158.400000000001,2499.3,28234.801406563725
4262.1,2579.9,28366.14085227597
4363.6,2662.6000000000004,28497.066556398575
4442.0,2703.5,28585.49375809579
4497.2,2699.1000000000004,28640.868842745836
4547.900000000001,2672.6000000000004,28698.076709337765
4623.0,2600.9,28801.907822208617
4650.5,2517.0,28890.19972444206
4688.1,2414.4,28999.472410873757
4738.8,2314.0,29111.94751923112
4803.900000000001,2270.9,29190.02197087825
4904.3,2262.1,29290.806890385087
4983.8,2325.0,29392.180752894117
5088.6,2412.2000000000003,29528.51446112506
5180.200000000001,2449.7000000000003,29627.49329724673
5266.3,2406.6,29723.778394743695
5330.3,2353.7000000000003,29806.81097870927
5408.6,2277.5,29916.069067654666
5455.0,2199.2000000000003,30007.084725648223
5483.700000000001,2113.1,30097.842094495056
5493.6,2021.5,30189.975530336775
5509.0,1902.4,30310.0670371139
5490.3,1781.0,30432.89883267189
5474.8,1678.4,30536.663036518883
5498.0,1606.6000000000001,30612.11818876179
5538.8,1570.2,30666.795423512645
5588.5,1568.0,30716.54409183653
5641.5,1596.7,30776.81589287151
5723.1,1691.6000000000001,30901.974072787965
5821.3,1819.6000000000001,31063.303673295744
5919.5,1952.0,31228.14602222344
6022.1,2035.9,31360.68269639327
6139.1,2099.9,31494.04311030984
6252.8,2133.0,31612.463125509974
6394.0,2152.8,31755.04461098407
6537.5,2136.3,31899.49010243327
6668.8,2134.1,32030.80853221371
6805.6,2176.0,32173.881415738157
6951.3,2299.6,32364.945410253084
7053.900000000001,2389.0,32501.030383707173
7163.1,2434.2000000000003,32619.215323526085
7280.1,2447.5,32736.968837274082
7412.5,2446.4,32869.37340668164
7509.6,2435.3,32967.10579639969
7581.3,2419.9,33040.44098577014
7663.0,2436.4,33123.79049086765
7721.5,2483.9,33199.14631346949
7709.3,2547.9,33264.2987501085
7660.8,2643.9,33371.85454958022
7615.6,2748.7000000000003,33485.986403153176
7620.0,2880.0,33617.36010676238
7741.3,2941.8,33753.49581111653
7884.8,2973.8,33900.52046891243
8028.200000000001,2993.7000000000003,34045.29467241568
8160.700000000001,3058.8,34192.92346364557
8272.1,3118.4,34319.264747476314
8378.0,3185.7000000000003,34444.74024309199
8437.6,3233.1000000000004,34520.89088327315
8493.9,3261.8,34584.08407910941
8554.6,3262.9,34644.79404534231
8596.5,3228.7000000000003,34698.8796256757
8624.1,3160.3,34772.63815060672
8646.2,3040.0,34894.95127336957
8670.5,2906.5,35030.6448251692
8705.800000000001,2766.4,35175.12354332519
8758.7,2636.2000000000003,35315.65983756977
8805.1,2550.1000000000004,35413.466636924415
8853.6,2500.4,35482.90970713304
8981.6,2435.3,35626.51336307536
9127.300000000001,2381.3,35781.89833660884
9267.4,2336.0,35929.13997474154
9388.800000000001,2240.0,36083.910643797404
9476.0,2153.9,36206.45471750152
9564.300000000001,2103.2000000000003,36308.275049459335
9724.300000000001,2052.4,36476.145952238825
9882.1,2022.6000000000001,36636.73511750224
9985.800000000001,2016.0,36740.64493417035
10102.800000000001,1989.5,36860.60847029695
10170.1,1947.6000000000001,36939.885831504296
10244.0,1873.7,37044.39621376367
10278.2,1789.8000000000002,37134.998917917575
10309.1,1655.2,37273.10022131476
10316.800000000001,1520.6000000000001,37407.92028658696
10319.0,1382.6000000000001,37545.937821704785
10351.0,1257.9,37674.67821940497
10423.900000000001,1196.1000000000001,37770.248350722235
10527.6,1203.9,37874.24128317439
10651.2,1209.4,37997.96359320779
10729.5,1160.8,38090.12025330352
10771.5,1096.8,38166.67089013954
10754.900000000001,1013.0,38252.09922267623
10652.300000000001,899.3000000000001,38405.24768006318
10532.0,811.0,38554.475626507534
10434.900000000001,743.7,38672.6183368201
10349.900000000001,643.3000000000001,38804.1674151141
10288.1,515.3000000000001,38946.30551697282
10285.900000000001,370.70000000000005,39090.9222518274
10332.300000000001,237.20000000000002,39232.255935003064
10384.2,145.6,39337.537319872376
10433.800000000001,81.60000000000001,39418.50743781721
10492.300000000001,15.4,39506.85159438684
10517.7,-60.7,39587.07858485763
10472.400000000001,-131.3,39670.962135092464
10365.400000000001,-179.9,39788.482175936566
10268.300000000001,-219.60000000000002,39893.38451146824
10213.1,-253.8,39958.32047992949
10182.2,-349.8,40059.17091374115
10156.800000000001,-454.6,40167.005045628975
10135.900000000001,-586.0,40300.0568024757
10124.800000000001,-719.5,40434.01746834446
10150.2,-828.7,40546.13258775303
10214.2,-898.2,40640.61142136141
10310.2,-986.5,40771.04489099249
10408.400000000001,-1099.1000000000001,40920.450379512826
10529.800000000001,-1270.1000000000001,41130.16199101777
10634.6,-1409.1000000000001,41304.24254708306
10690.900000000001,-1534.9,41442.06609369248
10751.6,-1668.5,41588.80889590097
10777.0,-1822.9,41745.284197466426
10796.800000000001,-1998.4,41921.897588804684
10799.1,-2135.2000000000003,42058.71692223385
10770.400000000001,-2300.7000000000003,42226.68697908923
10736.2,-2481.7000000000003,42410.88969351006
10728.400000000001,-2692.5,42621.83395154995
10748.300000000001,-2869.0,42799.45225015682
10789.1,-3071.0,43005.53145822983
10822.2,-3214.4,43152.70200555503
10820.0,-3362.3,43300.61836705706
10811.2,-3482.6000000000004,43421.2397996468
10820.0,-3649.2000000000003,43588.07205072554
10843.2,-3840.1000000000004,43780.37662685414
10843.2,-3983.5,43923.77662685414
10859.7,-4147.900000000001,44089.00256307482
10885.1,-4273.7,44217.341177684764
10917.1,-4337.7,44288.895352964755
10964.6,-4389.6,44359.250594418394
11024.2,-4406.2,44421.1191647914
11122.400000000001,-4391.8,44520.3693537081
11271.300000000001,-4356.5,44673.396475487214
11389.400000000001,-4337.7,44792.983473108194
11496.400000000001,-4331.1,44900.18683126455
11589.1,-4374.2,45002.41647471497
11713.800000000001,-4423.8,45136.618747422996
11881.6,-4495.5,45319.09540346426
12036.0,-4526.400000000001,45476.557049588
12218.1,-4522.0,45658.71019943724
12403.5,-4468.0,45851.81421286006
12520.5,-4401.7,45986.29354212668
12615.400000000001,-4335.5,46102.002011998164
12684.900000000001,-4294.7,46182.592892375535
12779.800000000001,-4282.6,46278.26117343044
12918.800000000001,-4312.400000000001,46420.41967651766
12995.0,-4379.7,46522.08446885011
13060.1,-4471.3,46634.46137928993
13116.300000000001,-4644.5,46816.55113737643
13145.0,-4801.2,46975.857697191146
13187.0,-4903.8,47086.72139729177
13253.2,-5000.900000000001,47204.24097012966
13365.7,-5090.3,47347.93721225171
13454.0,-5137.8,47448.20256020403
13546.7,-5178.6,47549.48399976726
13647.1,-5240.400000000001,47667.37971639853
13668.1,-5301.1,47731.609693823404
13663.7,-5392.700000000001,47823.31530979102
13606.300000000001,-5478.700000000001,47926.7114412467
13527.900000000001,-5591.3,48063.91683472669
13468.300000000001,-5718.200000000001,48204.11587181326
13467.2,-5839.6,48325.52085523651
13497.0,-5952.1,48441.900793370194
13557.7,-6079.0,48582.57097500085
13650.400000000001,-6194.900000000001,48730.982901745294
13737.6,-6293.1,48862.31104039044
13787.2,-6400.1,48980.24814227106
13815.900000000001,-6487.3,49072.049721778174
13847.900000000001,-6530.3,49125.6500949112
13884.300000000001,-6576.700000000001,49184.62398744001
13957.2,-6679.3,49310.485697264725
14003.5,-6804.0,49443.503665975724
14055.400000000001,-6929.8,49579.589117071715
14095.1,-7043.400000000001,49699.926351542184
14141.5,-7211.200000000001,49874.0234508862
14126.0,-7377.8,50041.34293570491
14074.1,-7513.5,50186.62920484277
14002.400000000001,-7625.0,50319.19292536992
13879.300000000001,-7761.3,50502.853754073265
13742.0,-7866.900000000001,50676.06648455229
13638.7,-7956.1,50812.54919407991
13561.2,-8050.0,50934.300826512495
13548.300000000001,-8127.400000000001,51012.76846315334
13581.2,-8226.0,51116.71253465336
13658.6,-8305.800000000001,51227.88267452914
13738.400000000001,-8386.800000000001,51341.58861104962
13844.1,-8481.800000000001,51483.706484661634
13962.6,-8581.6,51638.63320927685
14084.6,-8642.6,51775.033355904336
14176.2,-8660.2,51868.30886179951
14297.0,-8654.300000000001,51989.25285710312
14420.300000000001,-8628.5,52115.22321075826
14535.300000000001,-8625.0,52230.27645929997
14610.400000000001,-8642.6,52307.411211519706
14658.5,-8675.5,52365.686592256345
14740.6,-8760.0,52483.50280506256
14791.1,-8840.9,52578.870829053834
14850.900000000001,-8919.6,52677.712773591564
14917.800000000001,-8972.4,52762.93864994376
15050.400000000001,-8994.7,52897.40072638169
15194.800000000001,-9001.7,53041.97029441037
15341.5,-9032.2,53191.80733922907
15462.400000000001,-9061.6,53316.23068912771
15542.2,-9086.2,53399.73637755671
15633.7,-9100.300000000001,53492.31639699935
15725.2,-9083.9,53585.274505844136
15813.2,-9035.7,53685.61014258403
15869.6,-8950.1,53788.12023964769
15920.0,-8857.4,53893.63540443456
15983.400000000001,-8681.300000000001,54080.80049199097
16019.800000000001,-8503.0,54262.77810050367
16033.900000000001,-8380.9,54385.6895320306
16033.900000000001,-8271.800000000001,54494.7895320306
16036.2,-8170.900000000001,54595.715742699584
16053.800000000001,-8093.400000000001,54675.18907155902
16094.900000000001,-8030.0,54750.74547433205
16165.300000000001,-7970.200000000001,54843.115382852084
16239.2,-7924.400000000001,54930.057029949436
16309.6,-7916.200000000001,55000.932977914876
16381.2,-7938.5,55075.92531085632
16475.100000000002,-7966.700000000001,55173.9684136224
16549.0,-7998.3,55254.34110799058
16600.7,-8041.8,55321.906927751756
16631.2,-8104.0,55391.182392383904
16639.4,-8196.7,55484.244360985474
16661.7,-8298.800000000001,55588.751298554234
16686.3,-8371.5,55665.50056565171
16728.600000000002,-8405.6,55719.83379673546
16802.5,-8444.300000000001,55803.25381831302
16887.0,-8473.6,55892.68949352152
17003.2,-8493.6,56010.5981021979
17122.9,-8483.0,56130.76652567096
17240.3,-8468.9,56249.01021472031
17334.100000000002,-8443.1,56346.293717946704
17421.0,-8410.300000000001,56439.177785471766
17541.8,-8357.4,56571.052915803455
17646.3,-8302.300000000001,56689.18953163445
17756.600000000002,-8258.9,56807.720751150664
17909.2,-8216.6,56966.07494275922
18055.9,-8197.800000000001,57113.974672305965
18216.600000000002,-8182.6,57275.3919266501
18410.3,-8147.400000000001,57472.264296473804
18524.100000000002,-8133.3,57586.93447568357
18636.7,-8115.700000000001,57700.90166394405
18701.3,-8050.0,57793.04096066375
18745.9,-7946.700000000001,57905.55784828512
18784.600000000002,-7755.400000000001,58100.73310286418
18799.9,-7614.6,58242.361948796075
18797.5,-7480.8,58376.18347172868
18802.2,-7356.400000000001,58500.67222624088
18862.100000000002,-7210.900000000001,58658.01980327974
18948.9,-7105.3,58794.715084836935
19031.100000000002,-7037.200000000001,58901.45987393692
19124.9,-6960.900000000001,59022.373603513006
19184.8,-6880.0,59123.03551289287
19181.3,-6806.0,59197.11823692486
19147.2,-6718.0,59291.49413427159
19021.7,-6651.1,59433.711784371706
18925.4,-6561.900000000001,59564.97613596802
18891.4,-6495.1,59639.93105575318
18906.7,-6422.3,59714.32144491737
18965.3,-6354.200000000001,59804.163361637795
19060.4,-6274.400000000001,59928.30863943764
19147.2,-6232.200000000001,60024.8233015362
19308.0,-6168.8,60197.6706330169
19473.5,-6145.3,60364.8307359123
19594.3,-6152.400000000001,60485.83920669017
19761.0,-6206.400000000001,60661.06731516596
19903.0,-6278.0,60820.097375217505
20077.800000000003,-6373.0,61019.044704930675
20257.4,-6439.900000000001,61210.70004662508
20442.800000000003,-6499.8,61405.53631121667
20652.9,-6543.200000000001,61620.07201920021
20851.2,-6596.0,61825.28101023131
21020.2,-6661.700000000001,62006.602520262524
21155.100000000002,-6741.5,62163.338125662194
21281.9,-6856.5,62334.520017227864
21395.7,-6976.200000000001,62499.6821496917
21466.100000000002,-7076.0,62621.81404560755
21591.7,-7250.8,62837.05902232013
21677.4,-7377.6,62990.10388502385
21747.800000000003,-7526.6,63154.898181041644
21828.7,-7675.6,63324.44407453364
21950.800000000003,-7883.3,63565.374977491316
22023.600000000002,-8046.5,63744.07606870231
22130.300000000003,-8263.6,63985.97956185608
22187.800000000003,-8405.6,64139.17959449315
22234.800000000003,-8628.5,64366.98084558717
22246.5,-8896.1,64634.83649701159
22250.0,-9189.5,64928.257372206244
22230.100000000002,-9418.300000000001,65157.92114819193
22190.2,-9663.6,65406.44499010654
22133.9,-9856.0,65606.91306736573
22057.600000000002,-10040.300000000001,65806.38281444533
21941.4,-10290.2,66081.97753500433
21846.300000000003,-10469.800000000001,66285.20196759058
21717.300000000003,-10699.800000000001,66548.90824358718
21616.300000000003,-10899.300000000001,66772.51783640466
21538.9,-11102.300000000001,66989.77289388319
21494.300000000003,-11252.5,67146.45473711973
21445.0,-11429.7,67330.3849684576
21399.2,-11625.7,67531.66497243216
21346.4,-11856.900000000001,67768.81741285814
21290.100000000002,-12133.900000000001,68051.48097612728
21274.800000000003,-12427.2,68345.17976740841
21260.800000000003,-12690.1,68608.45226882091
21258.4,-12934.2,68852.56406697904
21220.9,-13170.1,69091.42607735323
21215.0,-13322.6,69244.04016582477
21176.300000000003,-13491.6,69417.41458723693
21110.5,-13633.6,69573.91902806849
21006.100000000002,-13841.300000000001,69806.3811755248
20907.5,-14006.800000000001,69999.02647134071
20783.100000000002,-14184.0,70215.53328416654
20635.300000000003,-14351.800000000001,70439.14383847917
20463.9,-14544.300000000001,70696.89218473963
20270.300000000003,-14736.7,70969.8367212301
20086.100000000002,-14935.1,71240.5620432818
19939.4,-15068.900000000001,71439.11513441865
19776.2,-15251.900000000001,71684.31554224866
19640.100000000002,-15375.1,71867.89508903968
19474.600000000002,-15519.5,72087.5348167758
19380.8,-15581.7,72200.08382832189
19190.7,-15749.5,72453.64811997196
19022.8,-15909.1,72685.29994923303
18933.7,-16125.0,72918.86283155812
18863.2,-16324.5,73130.45323776786
18803.4,-16515.8,73330.88210295448
18776.4,-16680.100000000002,73497.38582663657
18767.0,-16939.5,73756.95608687453
18808.100000000002,-17188.2,74009.02929052776
18850.3,-17349.0,74175.27453106114
18932.5,-17590.8,74430.66458568347
18993.5,-17798.5,74647.13696267415
19063.9,-18000.3,74860.86435913983
19148.4,-18158.8,75040.48200860669
19268.100000000002,-18344.2,75261.165605641
19423.0,-18526.100000000002,75500.08320649953
19651.9,-18744.3,75816.32117069738
19810.300000000003,-18903.9,76041.18272810549
20005.100000000002,-19094.100000000002,76313.43826983054
20177.600000000002,-19226.7,76531.0135671416
20356.0,-19358.100000000002,76752.58188617662
20516.7,-19477.8,76952.96297310849
20690.4,-19617.4,77175.80787432904
20877.0,-19793.5,77432.38295106098
21062.4,-19964.800000000003,77684.80491920163
21238.5,-20194.800000000003,77974.47923632346
21352.300000000003,-20357.9,78173.35620834386
21446.2,-20507.0,78349.56069182824
21558.800000000003,-20674.800000000003,78551.63889451226
21693.800000000003,-20862.600000000002,78782.92624825214
21806.4,-21051.5,79002.83979944896
21906.2,-21229.9,79207.25750905358
22024.7,-21423.5,79434.24475539134
22129.2,-21585.5,79627.0250707765
22225.4,-21705.2,79780.59111520038
22348.600000000002,-21797.9,79934.77130199493
22464.800000000003,-21880.0,80077.04867194532
22608.0,-21953.9,80238.19286203606
22775.800000000003,-21970.4,80406.80214410558
22876.7,-21938.7,80512.56461381954
23031.600000000002,-21876.5,80679.4863020449
23198.300000000003,-21783.800000000003,80870.22743552167
23353.2,-21659.4,81068.89643159302
23579.7,-21471.600000000002,81363.12608679454
23767.4,-21334.300000000003,81595.68270355699
23894.2,-21254.5,81745.50352987963
24023.2,-21217.0,81879.84358347497
24131.2,-21240.4,81990.3495109178
24309.600000000002,-21296.800000000003,82177.45247722245
24442.2,-21370.7,82329.25488168298
24626.4,-21489.2,82548.2797432855
24710.9,-21607.800000000003,82693.90326473722
24781.300000000003,-21731.0,82835.79900110727
24894.0,-21986.800000000003,83115.32526105434
24938.600000000002,-22166.4,83300.38017182409
24986.7,-22412.800000000003,83551.43110291178
25059.5,-22730.800000000003,83877.65777257568
25098.2,-23078.2,84227.2066961901
25118.100000000002,-23314.100000000002,84463.94456810754
25135.7,-23650.9,84801.20411207924
25160.4,-24001.7,85152.87260654526
25183.9,-24358.5,85510.44566201785
25208.5,-24742.2,85894.93343815644
25262.5,-25034.5,86192.17961559191
25322.300000000003,-25234.0,86400.44936855667
25411.5,-25489.800000000003,86671.3557730583
25510.100000000002,-25704.5,86907.61421206102
25669.7,-25946.300000000003,87197.33718319034
25842.2,-26150.5,87464.645787616
26000.600000000002,-26347.600000000002,87717.50735053136
26177.800000000003,-26563.600000000002,87996.89210315756
26296.4,-26697.300000000003,88175.614373734
26431.300000000003,-26791.2,88339.97744744582
26633.2,-26854.600000000002,88551.5977914584
26743.5,-26847.600000000002,88662.11968974104
26843.2,-26803.0,88771.34079575998
26972.300000000003,-26696.2,88938.89093750865
27094.4,-26530.7,89144.5573178434
27266.9,-26379.300000000003,89374.07465923615
27480.5,-26244.4,89626.706743501
27702.300000000003,-26142.300000000003,89870.87809726717
27959.300000000003,-26093.0,90132.56395855891
28192.800000000003,-26090.600000000002,90366.07629228028
28418.100000000002,-26093.0,90591.38907487372
28656.300000000003,-26112.9,90830.41888473014
28886.300000000003,-26151.7,91063.6686221362
29102.300000000003,-26209.2,91287.19099238134
29294.7,-26285.4,91494.13108032952
29513.0,-26391.100000000002,91736.67464342696
29662.0,-26514.300000000003,91930.0117583325
29790.0,-26684.4,92142.8920298468
29882.7,-26921.5,92397.46952296038
29933.100000000002,-27150.300000000003,92631.75481912727
30004.7,-27440.2,92930.36588724096
30072.800000000003,-27721.800000000003,93220.08328402617
30096.300000000003,-27968.300000000003,93467.70093283175
30077.5,-28176.0,93676.25003975863
30020.0,-28386.100000000002,93894.07625489355
29955.4,-28607.800000000003,94124.99626268845
